filename,Food_Description,clean_description,manual_fix,manual_description,database_used,GTIN/UPC,Full_Ingredient_List,token_removed
44ec58f14eaab78a3ba71246a412.jpeg,"Jambalaya with meat and rice, Bratwurst, Shrimp, baked or broiled, made without fat","{'shrimp', 'jambalaya', 'bratwurst', 'meat', 'rice'}",N,NA,NA,NA,"{'shrimp', 'bratwurst', 'meat', 'rice'}",NA
8bac57e94cc689af6efaf6cec06e.jpeg,"Flour, rice, white, Rice, white, cooked, fat not added in cooking, Salt, table, Water, tap, Flour, white, all-purpose, Cucumber, raw, Pork, ground or patty, cooked, Pork, ground or patty, cooked, Pepper, black, Garlic, raw, Pepper, hot chili, raw, Sugar, NFS, Salt, table, Shrimp, steamed or boiled","{'shrimp', 'chili', 'salt', 'pepper', 'garlic', 'cucumber', 'flour', 'sugar', 'pork', 'rice'}",N,NA,NA,NA,"{'shrimp', 'chili', 'salt', 'pepper', 'garlic', 'cucumber', 'flour', 'sugar', 'pork', 'rice'}",NA
346b41ac4d019e47878ed63419e7.jpeg,"Pasta, whole grain, cooked, Chicken or turkey broth, without tomato, home recipe, Egg, whole, boiled or poached, Soy sauce, Carrots, cooked, from fresh, fat not added in cooking, Shrimp, coated, fried, made with oil","{'shrimp', 'carrot', 'broth', 'pasta', 'egg', 'tomato', 'turkey', 'chicken', 'oil', 'soy'}",N,NA,NA,NA,"{'shrimp', 'carrot', 'broth', 'pasta', 'egg', 'chicken', 'oil'}",NA
da6208f24b13928ebd0ff2a62d3d.jpeg,"Spinach, raw, Italian dressing, made with vinegar and oil, Tuna, fresh, raw, Sesame seeds, Sunflower seeds, plain, unsalted, Tomatoes, raw, Cucumber, raw, Guava, raw","{'sesame', 'seed', 'tomato', 'cucumber', 'oil', 'guava', 'tuna', 'spinach', 'vinegar'}",N,NA,NA,NA,"{'sesame', 'tomato', 'cucumber', 'oil', 'guava', 'tuna', 'spinach', 'vinegar'}",NA
8e61ab5c4bf0822f27e182121d71.jpeg,"Milk, NFS, Sesame seeds, Sugar, white, granulated or lump","{'sesame', 'seed', 'sugar', 'milk'}",N,NA,NA,NA,"{'sesame', 'sugar', 'milk'}",NA
6e1c3ac44a43a289aa3b754a8f06.jpeg,"Soy sauce, Vinegar, Sesame oil","{'sesame', 'oil', 'soy', 'vinegar'}",N,NA,NA,NA,"{'oil', 'vinegar'}",NA
bdcffe9b4fb09befedc2ae214698.jpeg,"Spinach, raw, Tomatoes, raw, Pumpkin seeds, salted, Sunflower seeds, plain, salted, Olive oil, Vinegar, Edamame, cooked","{'seed', 'tomato', 'olive', 'oil', 'spinach', 'vinegar', 'pumpkin'}",N,NA,NA,NA,"{'tomato', 'oil', 'spinach', 'vinegar', 'pumpkin', 'salt', 'edamame'}",NA
e013761543b9b05d85f495a47455.jpeg,"Pumpkin seeds, salted","{'seed', 'pumpkin'}",N,NA,NA,NA,{'pumpkin'},NA
ce55d85841c2b24141947275758d.jpeg,"Oatmeal, regular or quick, made with milk, fat not added in cooking, Pumpkin seeds, salted, Pear, raw","{'seed', 'oatmeal', 'milk', 'pear', 'pumpkin'}",N,NA,NA,NA,"{'oatmeal', 'milk', 'pear', 'pumpkin'}",NA
27df293440889c49e3faa6233368.jpeg,"Oatmeal, regular or quick, made with non-dairy milk, fat not added in cooking, Soy milk, Flax seeds, Chia seeds, Blueberries, frozen, unsweetened, Maple syrup","{'seed', 'oatmeal', 'milk', 'flax', 'soy', 'blueberry', 'syrup', 'chia'}",N,NA,NA,NA,"{'oatmeal', 'milk', 'flax', 'blueberry', 'syrup', 'chia'}",NA
feebda0b4fbc82bebb87871a8253.jpeg,"Romaine lettuce, raw, Chicken, NS as to part and cooking method, skin not eaten, Almonds, NFS, Mixed seeds, Sunflower seeds, plain, unsalted","{'seed', 'chicken', 'lettuce', 'almond', 'romaine'}",N,NA,NA,NA,"{'chicken', 'lettuce', 'almond'}",NA
45ce55a94f9e8a4e050b307ff881.jpeg,"Oatmeal, regular or quick, made with milk, fat not added in cooking, Chia seeds, Sunflower seeds, plain, unsalted","{'seed', 'chia', 'oatmeal', 'milk'}",N,NA,NA,NA,"{'seed', 'chia', 'oatmeal', 'milk'}",NA
cbd744d849359401e5f6f72f11eb.jpeg,"Oatmeal, regular or quick, made with water, fat not added in cooking, Blueberries, frozen, unsweetened, Chia seeds","{'seed', 'chia', 'blueberry', 'oatmeal'}",N,NA,NA,NA,"{'chia', 'blueberry', 'oatmeal'}",NA
2160e0c94609a30f7d189baebf36.jpeg,"Oatmeal, regular or quick, made with water, fat not added in cooking, Flax seeds, Blueberries, frozen, unsweetened, Banana, raw","{'seed', 'banana', 'oatmeal', 'flax', 'blueberry'}",N,NA,NA,NA,"{'banana', 'oatmeal', 'flax', 'blueberry'}",NA
f767e9a74ace8cf0a98dd2042008.jpeg,"Wonton, fried, filled with meat, poultry, or seafood, and vegetable, Soy sauce, Rice, white, with vegetables, soy-based sauce, fat added in cooking, Sesame oil, Seaweed, cooked, NS as to fat added in cooking","{'seafood', 'vegetable', 'sesame', 'meat', 'oil', 'soy', 'wonton', 'seaweed', 'rice'}",N,NA,NA,NA,"{'seafood', 'sesame', 'oil', 'flour', 'egg', 'water', 'seaweed', 'rice'}",NA
bfb24ea24e4abefe0c044bba83fa.jpeg,"Seafood restructured, Rice, white, cooked, fat not added in cooking, Seaweed, dried","{'seafood', 'rice', 'seaweed'}",N,NA,NA,NA,"{'seafood', 'rice', 'seaweed'}",NA
75985aab48bc9d1beab254f27bbe.jpeg,"Pasta with tomato-based sauce and seafood, restaurant, Clams, steamed or boiled, Tomatoes, cooked, from fresh, NS as to method, Mussels, steamed or poached","{'seafood', 'pasta', 'tomato', 'clam', 'mussel'}",N,NA,NA,NA,"{'seafood', 'pasta', 'tomato', 'clam', 'mussel'}",NA
4171dde145819d8ed1d4ef19298f.jpeg,"Dumpling, steamed, filled with meat, poultry, or seafood","{'seafood', 'meat'}",N,NA,NA,NA,"{'meat', 'flour', 'water'}",NA
72c834e94d97a8f9f820d6170dd5.jpeg,"Dumpling, steamed, filled with meat, poultry, or seafood","{'seafood', 'meat'}",N,NA,NA,NA,"{'flour', 'water', 'seafood'}",NA
ed29763b44b2936af85895c30e1d.jpeg,"Dumpling, steamed, filled with meat, poultry, or seafood","{'seafood', 'meat'}",N,NA,NA,NA,"{'seafood', 'flour', 'water'}",NA
6d430721423b82a15b0da435888c.jpeg,"Dumpling, steamed, filled with meat, poultry, or seafood, Chicken breast, fried, coated, skin / coating eaten, from raw, Gravy or sauce, made with soy sauce, stock or bouillon, cornstarch","{'seafood', 'cornstarch', 'stock', 'gravy', 'meat', 'chicken', 'soy'}",N,NA,NA,NA,"{'seafood', 'cornstarch', 'stock', 'gravy', 'chicken', 'bouillon', 'flour', 'water'}",NA
5ab825d74539bb11b66c585e3b38.jpeg,"Scone, with fruit",{'scone'},N,NA,NA,NA,"{'flour', 'butter', 'milk', 'egg', 'sugar', 'cream'}",NA
219b000c49728d7ac754c0941f34.jpeg,"Spinach, raw, Italian dressing, made with vinegar and oil, Squash, winter type, mashed, fat added in cooking, no sugar added in cooking, Turkey or chicken sausage","{'sausage', 'turkey', 'chicken', 'oil', 'sugar', 'squash', 'spinach', 'vinegar'}",N,NA,NA,NA,"{'sausage', 'chicken', 'oil', 'sugar', 'squash', 'spinach', 'vinegar'}",NA
205bd73d4936858e07f388401ef3.jpeg,"Potato, roasted, from fresh, peel eaten, made with oil, Asparagus, cooked, from fresh, made with oil, Turkey or chicken sausage","{'sausage', 'turkey', 'chicken', 'oil', 'potato', 'asparagus'}",N,NA,NA,NA,"{'sausage', 'chicken', 'oil', 'potato', 'asparagus'}",NA
47dedf1248d6803853c265aa3705.jpeg,"Ravioli, meat-filled, with tomato sauce or meat sauce, Broccoli, cooked, from fresh, made with oil, Onions, cooked, from fresh, made with oil, Turkey or chicken sausage","{'sausage', 'tomato', 'onion', 'meat', 'turkey', 'chicken', 'oil', 'broccoli', 'ravioli'}",N,NA,NA,NA,"{'sausage', 'tomato', 'onion', 'chicken', 'oil', 'broccoli', 'ravioli'}",NA
7c0deef342cb91f91f0bf02830ac.jpeg,"Spinach, raw, Turkey or chicken sausage, Sweet potato, baked, peel eaten, fat not added in cooking, Pomegranate, raw, Cheese, goat, Italian dressing, made with vinegar and oil","{'sausage', 'pomegranate', 'cheese', 'turkey', 'chicken', 'oil', 'potato', 'spinach', 'vinegar'}",N,NA,NA,NA,"{'sausage', 'pomegranate', 'cheese', 'chicken', 'oil', 'potato', 'spinach', 'vinegar'}",NA
a08ba4be41ebb379d0b089bd4be1.jpeg,"Quinoa, fat not added in cooking, Peppers, green, cooked, made with oil, Onions, cooked, from fresh, made with oil, Spinach, cooked, from fresh, made with oil, Turkey or chicken sausage","{'sausage', 'pepper', 'green', 'onion', 'turkey', 'chicken', 'oil', 'spinach', 'quinoa'}",N,NA,NA,NA,"{'sausage', 'pepper', 'onion', 'chicken', 'oil', 'spinach', 'quinoa'}",NA
3c85394d4fcfad288b73a5b8d40c.jpeg,"Pasta, cooked, Alfredo sauce, Italian sausage, Broccoli, cooked, from fresh, fat not added in cooking","{'sausage', 'pasta', 'broccoli'}",N,NA,NA,NA,"{'sausage', 'pasta', 'broccoli'}",NA
507fdea24b1ab16ae5a4be58b037.jpeg,"Potato, home fries, with vegetables, Pork sausage, Egg, whole, fried without fat, Tangerine, raw","{'sausage', 'egg', 'vegetable', 'tangerine', 'fry', 'pork', 'potato'}",N,NA,NA,NA,"{'sausage', 'egg', 'tangerine', 'potato'}",NA
785321824028afaa876a7ae86bcb.jpeg,"Egg, whole, fried without fat, Turkey or chicken sausage, Banana, raw","{'sausage', 'egg', 'banana', 'turkey', 'chicken'}",N,NA,NA,NA,"{'sausage', 'egg', 'banana', 'chicken'}",NA
f4bfb05748c894a7bb4aae2cb651.jpeg,"Cornmeal mush, fat not added in cooking, Italian sausage, Tomatoes, cooked, from fresh, NS as to method, Corn, raw, Cheese, Parmesan, hard","{'sausage', 'cheese', 'parmesan', 'cornmeal', 'tomato', 'corn'}",N,NA,NA,NA,"{'sausage', 'cheese', 'cornmeal', 'tomato', 'corn'}",NA
6eb6cb1b44f49d8996a394f75bd5.jpeg,"Muffin, English, whole grain white, Pork sausage, Egg, whole, fried with oil, Cheese, Cheddar","{'sausage', 'cheese', 'egg', 'muffin', 'oil', 'pork', 'cheddar'}",N,NA,NA,NA,"{'sausage', 'cheese', 'egg', 'flour', 'butter', 'milk', 'salt', 'sugar', 'vanilla', 'oil', 'pork'}",NA
3c9f38014592b91f1af4caffcded.jpeg,"Egg, whole, boiled or poached, Potato, roasted, from fresh, peel not eaten, fat not added in cooking, Sweet potato, baked, peel not eaten, fat not added in cooking, Spinach, cooked, from fresh, fat not added in cooking, Turkey or chicken sausage, Cheese, Provolone, Tomato catsup, Muffin, English, multigrain, Jam, preserve, marmalade, sweetened with fruit juice concentrates, all flavors, Butter, stick, salted","{'sausage', 'cheese', 'butter', 'flavor', 'egg', 'concentrate', 'provolone', 'muffin', 'tomato', 'turkey', 'chicken', 'catsup', 'juice', 'stick', 'potato', 'marmalade', 'spinach'}",N,NA,NA,NA,"{'sausage', 'cheese', 'butter', 'egg', 'muffin', 'tomato', 'chicken', 'tomato', 'vinegar', 'salt', 'onion', 'juice', 'potato', 'marmalade', 'spinach'}",NA
fd8ef4ad4582a575b921d53a647a.jpeg,"Egg omelet or scrambled egg, made with oil, Spinach, cooked, from fresh, fat not added in cooking, Turkey or chicken sausage, Olive oil, Tomato catsup, Bread, whole wheat, toasted, Avocado, raw, Potato, hash brown, from fast food, Cheese, Cheddar, Cheese, Gouda or Edam","{'sausage', 'cheese', 'avocado', 'bread', 'egg', 'omelet', 'tomato', 'gouda', 'turkey', 'chicken', 'olive', 'oil', 'catsup', 'wheat', 'cheddar', 'potato', 'spinach'}",N,NA,NA,NA,"{'sausage', 'cheese', 'avocado', 'flour', 'yeast', 'water', 'egg', 'tomato', 'chicken', 'oil', 'onion', 'vinegar', 'salt', 'potato', 'spinach'}",NA
a92e8fa245bb85002b328146ecf4.jpeg,"Turkey or chicken sausage, Olive oil, Egg omelet or scrambled egg, with vegetables other than dark green and/or tomatoes, fat added in cooking, Bread, rye, Butter, stick, salted, Jam, preserve, marmalade, reduced sugar, all flavors","{'sausage', 'butter', 'flavor', 'bread', 'egg', 'omelet', 'vegetable', 'green', 'tomato', 'turkey', 'chicken', 'olive', 'oil', 'rye', 'sugar', 'stick', 'marmalade'}",N,NA,NA,NA,"{'sausage', 'butter', 'flour', 'yeast', 'water', 'salt', 'egg', 'tomato', 'chicken', 'oil', 'sugar', 'marmalade'}",NA
b87e25d04eb18ce214cc554d9dc4.jpeg,"Italian sausage, Garlic, cooked, Butter, stick, unsalted, Chicken or turkey broth, bouillon, or consomme, Potato, boiled, from fresh, peel not eaten, fat not added in cooking, Salt, table, Pepper, black, Cream, heavy, Pork bacon, smoked or cured, cooked, Kale, cooked, from fresh, fat not added in cooking","{'sausage', 'butter', 'broth', 'bacon', 'kale', 'consomme', 'salt', 'pepper', 'garlic', 'turkey', 'chicken', 'cream', 'stick', 'pork', 'potato'}",N,NA,NA,NA,"{'sausage', 'butter', 'broth', 'bacon', 'kale', 'consomme', 'salt', 'pepper', 'garlic', 'poultry', 'cream', 'pork', 'potato'}",NA
c0c63b1844c68e27a28e6ed68076.jpeg,"Kale, cooked, from fresh, fat not added in cooking, Vegetable broth, bouillon, Pork sausage, Potato, boiled, from fresh, peel not eaten, fat not added in cooking","{'sausage', 'broth', 'kale', 'vegetable', 'pork', 'potato'}",N,NA,NA,NA,"{'sausage', 'broth', 'kale', 'potato'}",NA
c91b05c14848817c5f1d4cafe9c0.jpeg,"Bean and ham soup, home recipe, Turkey or chicken sausage","{'sausage', 'bean', 'soup', 'turkey', 'chicken', 'ham'}",N,NA,NA,NA,"{'sausage', 'bean', 'soup', 'chicken', 'ham'}",NA
557722ae48c5ac979e04a32eb38c.jpeg,"Pork sausage, Egg omelet or scrambled egg, made with cooking spray, Potato, hash brown, from fast food, Raspberries, raw, NS as to color, Avocado, raw","{'sausage', 'avocado', 'egg', 'omelet', 'raspberry', 'pork', 'potato'}",N,NA,NA,NA,"{'sausage', 'avocado', 'egg', 'raspberry', 'pork', 'potato'}",NA
de12fc0242468972f8ee1a9795cd.jpeg,"Sauerkraut, cooked, NS as to fat added in cooking",{'sauerkraut'},N,NA,NA,NA,{'sauerkraut'},NA
f2d736134657882064e2372a3913.jpeg,"Cookie, peanut butter, wheat flour, white, all-purpose, unenriched, leavening agents, baking soda, salt, table, seeds, flaxseed, water, bottled, generic, sugars, brown, peanut butter, smooth style, without salt, margarine, regular, 80% fat, composite, stick, without salt, beverages, almond milk, unsweetened, shelf stable, vanilla extract, oil, corn, peanut, and olive, spartan, real semi-sweet chocolate baking chips, upc: 011213162966","{'salt', 'flour', 'beverage', 'oil', 'soda', 'stick', 'flaxseed', 'corn', 'cookie', 'extract', 'olive', 'almond', 'butter', 'agent', 'milk', 'sugar', 'vanilla', 'chip', 'chocolate', 'seed', 'margarine', 'wheat', 'peanut'}",N,NA,NA,NA,"{'salt', 'flour', 'oil', 'flaxseed', 'corn', 'olive', 'butter', 'milk', 'sugar', 'vanilla', 'chocolate', 'margarine', 'peanut'}",NA
54f8dcd9462c818167400394f01b.jpeg,"Salmon, raw, Mayonnaise, regular, Salsa, red, commercially-prepared, Rice, white, cooked, NS as to fat added in cooking","{'salmon', 'rice', 'salsa', 'mayonnaise'}",N,NA,NA,NA,"{'salmon', 'rice', 'salsa', 'egg', 'vinegar'}",NA
9be04e094453bd3ebde242effeaa.jpeg,"Salmon, baked or broiled, made with oil, Squash, winter type, mashed, fat added in cooking, no sugar added in cooking, Spinach dip, regular","{'salmon', 'oil', 'sugar', 'squash', 'spinach'}",N,NA,NA,NA,"{'salmon', 'oil', 'sugar', 'squash', 'spinach'}",NA
1884b0304c3e86dcc3eb62a2ff23.jpeg,"Salmon, baked or broiled, made with oil, Rice, wild, 100%, cooked, fat not added in cooking, Asparagus, cooked, from fresh, made with oil","{'salmon', 'oil', 'asparagus', 'rice'}",N,NA,NA,NA,"{'salmon', 'oil', 'asparagus', 'rice'}",NA
dfa6271e40ddbe42a6c9a5424e14.jpeg,"Salmon, baked or broiled, made with oil, Seaweed, dried, Mayonnaise, regular, Soy sauce, Salsa, red, commercially-prepared, Rice, white, cooked, fat not added in cooking","{'salmon', 'mayonnaise', 'oil', 'soy', 'seaweed', 'rice', 'salsa'}",N,NA,NA,NA,"{'salmon', 'egg', 'vinegar', 'salt', 'oil', 'seaweed', 'rice', 'salsa'}",NA
91959fbc426a8e4664c0399681d7.jpeg,"Salmon, baked or broiled, made with oil, Garlic, cooked, Olive oil, Mackerel, baked or broiled, fat not added in cooking, Garlic, cooked, Cabbage, Chinese, cooked, fat not added in cooking, Rice, white, cooked, fat not added in cooking","{'salmon', 'garlic', 'olive', 'oil', 'rice', 'cabbage'}",N,NA,NA,NA,"{'salmon', 'garlic', 'oil', 'rice', 'cabbage'}",NA
544838a942f89f75803189b7690e.jpeg,"Lettuce, raw, Cucumber, raw, Rice, white, cooked, fat not added in cooking, Salmon, baked or broiled, made with oil","{'salmon', 'cucumber', 'lettuce', 'oil', 'rice'}",N,NA,NA,NA,"{'salmon', 'cucumber', 'lettuce', 'oil', 'rice'}",NA
a47eb2684aafb9c0650e33d1ce37.jpeg,"Salmon, baked or broiled, made with oil, Orange, raw, Lemon, raw, Beans, string, green, cooked, from fresh, made with oil, Onions, cooked, from fresh, made with oil, Potato, mashed, from fresh, made with milk, Butter, stick, salted","{'salmon', 'butter', 'bean', 'green', 'onion', 'milk', 'lemon', 'oil', 'orange', 'stick', 'potato'}",N,NA,NA,NA,"{'salmon', 'butter', 'bean', 'onion', 'milk', 'lemon', 'oil', 'orange', 'potato'}",NA
6249de38414cb38bf599ba692b60.jpeg,"Asparagus, cooked, from fresh, fat not added in cooking, Salmon, baked or broiled, made without fat","{'salmon', 'asparagus'}",N,NA,NA,NA,"{'salmon', 'asparagus'}",NA
1d80344647e09c3184877db0307a.jpeg,"Yogurt, Greek, whole milk, plain, Fruit salad, fresh or raw,  excluding citrus fruits, no dressing","{'salad', 'yogurt', 'fruit', 'milk'}",N,NA,NA,NA,"{'yogurt', 'fruit', 'milk'}",NA
35ee7d6a49658babf711e45c59fb.jpeg,"Cabbage, Chinese, cooked, made with oil, Teriyaki sauce, Mixed salad greens, raw, Italian dressing, made with vinegar and oil, Pork chop, fried, lean and fat eaten","{'salad', 'teriyaki', 'green', 'oil', 'pork', 'cabbage', 'vinegar'}",N,NA,NA,NA,"{'oil', 'pork', 'cabbage', 'vinegar'}",NA
25b12508448dba9e0f5cc3f0826c.jpeg,"Bread, dough, fried, Tuna salad, made with mayonnaise, Vinegar, Soy sauce, Teriyaki sauce, Vegetables, NS as to type, cooked, fat added in cooking, NS as to type of fat, Soy sauce","{'salad', 'teriyaki', 'dough', 'bread', 'mayonnaise', 'vegetable', 'soy', 'tuna', 'vinegar'}",N,NA,NA,NA,"{'flour', 'yeast', 'oil', 'salt', 'egg', 'tuna', 'vinegar'}",NA
61f3cdd0467ca1cd40a460073580.jpeg,"Romaine lettuce, raw, Cucumber, raw, Avocado, raw, Salad dressing, NFS, for salads, Shrimp, baked or broiled, made with oil, Spanish rice, fat not added in cooking","{'salad', 'shrimp', 'avocado', 'cucumber', 'lettuce', 'oil', 'rice', 'romaine'}",N,NA,NA,NA,"{'shrimp', 'avocado', 'cucumber', 'lettuce', 'oil', 'rice'}",NA
0085e4f14ecaa1f681a2c675afb0.jpeg,"Tomatoes, raw, Onions, cooked, from fresh, fat added in cooking, NS as to type of fat, Turkey or chicken sausage, Mixed salad greens, raw, Salad dressing, fat free, NFS, Salsa verde or salsa, green, Peppers, green, cooked, fat not added in cooking","{'salad', 'sausage', 'pepper', 'tomato', 'green', 'onion', 'turkey', 'chicken', 'salsa'}",N,NA,NA,NA,"{'sausage', 'pepper', 'tomato', 'onion', 'chicken', 'salsa'}",NA
7d35216446ca8556e95890c4435a.jpeg,"Classic mixed vegetables, NS as to form, cooked, sugars, brown, salt, table, spices, garlic powder, spices, pepper, black, oil, olive, salad or cooking, spices, basil, dried, peppers, sweet, green, raw","{'salad', 'salt', 'vegetable', 'pepper', 'garlic', 'green', 'olive', 'spice', 'oil', 'sugar', 'basil'}",N,NA,NA,NA,"{'salt', 'vegetable', 'pepper', 'garlic', 'oil', 'sugar', 'basil'}",NA
808e36de47bab94596fd63d1fcc3.jpeg,"Chicken tenders or strips, NFS, chicken, broiler or fryers, breast, skinless, boneless, meat only, raw, spices, paprika, salt, table, spices, pepper, black, seeds, sesame seeds, whole, dried, oil, olive, salad or cooking","{'salad', 'salt', 'pepper', 'seed', 'sesame', 'meat', 'chicken', 'tender', 'fryer', 'spice', 'strip', 'oil', 'olive', 'paprika'}",N,NA,NA,NA,"{'salt', 'pepper', 'sesame', 'chicken', 'oil', 'paprika'}",NA
f4b578b347b5964201e51cfa230d.jpeg,"Cake or cupcake, yellow, with icing or filling, wheat flour, white, cake, enriched, leavening agents, baking soda, leavening agents, baking powder, double-acting, sodium aluminum sulfate, sugars, granulated, milk, buttermilk, fluid, cultured, lowfat, water, bottled, generic, oil, olive, salad or cooking, vanilla extract, egg substitute, powder, margarine, regular, 80% fat, composite, stick, without salt","{'salad', 'salt', 'flour', 'oil', 'soda', 'stick', 'cupcake', 'icing', 'extract', 'olive', 'cake', 'buttermilk', 'egg', 'agent', 'milk', 'sugar', 'vanilla', 'margarine', 'wheat'}",N,NA,NA,NA,"{'salt', 'flour', 'oil', 'icing', 'buttermilk', 'egg', 'milk', 'sugar', 'vanilla', 'margarine'}",NA
4488044345a18f69c94385021bc4.jpeg,"Mixed salad greens, raw, Carrots, raw, Beets, cooked, from fresh, fat added in cooking, NS as to type of fat, Squash, winter type, mashed, fat added in cooking, no sugar added in cooking, Pumpkin seeds, salted, Tahini, Potato, baked, peel eaten, Flour, white, all-purpose, Almond milk, unsweetened, Cornstarch, Baking powder, Salt, table, Vegetable oil, NFS, Falafel, Tamale with chicken","{'salad', 'salt', 'beet', 'flour', 'tahini', 'oil', 'chicken', 'almond', 'vegetable', 'green', 'milk', 'tamale', 'sugar', 'squash', 'carrot', 'cornstarch', 'falafel', 'seed', 'potato', 'pumpkin'}",N,NA,NA,NA,"{'salt', 'beet', 'flour', 'tahini', 'oil', 'chicken', 'almond', 'milk', 'sugar', 'squash', 'carrot', 'cornstarch', 'potato', 'pumpkin'}",NA
b862c8194e0f87d8387c1d9c7f2e.jpeg,"Salmon, baked or broiled, made with oil, Romaine lettuce, raw, Cucumber, raw, Avocado, raw, Salad dressing, NFS, for salads","{'salad', 'salmon', 'avocado', 'cucumber', 'lettuce', 'oil', 'romaine'}",N,NA,NA,NA,"{'salad', 'salmon', 'avocado', 'cucumber', 'lettuce', 'oil'}",NA
71986bcd44b4b0da28cd7aeaec03.jpeg,"Pizza with meat and vegetables, from restaurant or fast food, medium crust, water, bottled, generic, wheat flours, bread, unenriched, sugars, granulated, wheat flours, bread, unenriched, salt, table, oil, olive, salad or cooking","{'salad', 'pizza', 'bread', 'salt', 'vegetable', 'flour', 'meat', 'olive', 'wheat', 'oil', 'sugar'}",N,NA,NA,NA,"{'flour', 'yeast', 'egg', 'salt', 'meat', 'olive', 'oil', 'sugar'}",NA
bb348155422995113eac7775b63e.jpeg,"Pizza with pepperoni, from restaurant or fast food,  medium crust, water, bottled, generic, wheat flours, bread, unenriched, sugars, granulated, wheat flours, bread, unenriched, salt, table, oil, olive, salad or cooking","{'salad', 'pepperoni', 'pizza', 'bread', 'salt', 'flour', 'olive', 'wheat', 'oil', 'sugar'}",N,NA,NA,NA,"{'pepperoni', 'flour', 'egg', 'yeast', 'water', 'salt', 'oil', 'sugar'}",NA
014ab5cd45a8b841a834028db33f.jpeg,"Macaroni or pasta salad, made with Italian dressing","{'salad', 'pasta', 'macaroni'}",N,NA,NA,NA,"{'pasta', 'cheese', 'onion', 'garlic', 'oil', 'salt', 'lemon', 'pepper', 'vinegar', 'pepper', 'oregano', 'basil'}",NA
8667b0b7472fa75263945c416c33.jpeg,"Soup, mostly noodles, Egg, whole, boiled or poached, Lettuce, Boston, raw, Mixed salad greens, raw","{'salad', 'noodle', 'egg', 'soup', 'green', 'lettuce'}",N,NA,NA,NA,"{'noodle', 'egg', 'lettuce', 'soup'}",NA
15d1b86c485db1bd8f0421c85d40.jpeg,"Potato, baked, peel eaten, with sour cream, Lettuce, raw, Lettuce, Boston, raw, Mixed salad greens, raw, Cucumber, raw, Tomatoes, raw, Mushrooms, cooked, from fresh, made with oil, Soybean curd, deep fried, Broccoli, cooked, from fresh, fat not added in cooking, Corn, yellow, cooked, from frozen, fat not added in cooking","{'salad', 'mushroom', 'soybean', 'corn', 'green', 'tomato', 'cucumber', 'lettuce', 'oil', 'cream', 'broccoli', 'potato'}",N,NA,NA,NA,"{'mushroom', 'tofu', 'corn', 'tomato', 'cucumber', 'lettuce', 'oil', 'cream', 'broccoli', 'potato'}",NA
4mlmun08niojaxaua968ba517tiw.jpeg,"Lettuce, arugula, raw, Mixed salad greens, raw, Lettuce, raw, Mixed salad greens, raw, Mixed salad greens, raw, Spinach, raw, Salmon, cooked, NS as to cooking method, Egg, whole, boiled or poached, Tomatoes, raw, Mushrooms, raw, Italian dressing, made with vinegar and oil","{'salad', 'mushroom', 'salmon', 'egg', 'green', 'tomato', 'lettuce', 'arugula', 'oil', 'spinach', 'vinegar'}",N,NA,NA,NA,"{'mushroom', 'salmon', 'egg', 'tomato', 'lettuce', 'arugula', 'oil', 'spinach', 'vinegar'}",NA
7721ce77435ab6cb4ae115699ba6.jpeg,"Tuna salad, made with mayonnaise, Tortilla, flour, Kale, raw, Mushrooms, cooked, NS as to form, NS as to fat added in cooking, Olives, NFS, Pepper, sweet, red, raw, Cucumber pickles, dill, Cheese, Cheddar","{'salad', 'mushroom', 'pickle', 'kale', 'cheese', 'mayonnaise', 'pepper', 'dill', 'flour', 'cucumber', 'olive', 'tortilla', 'cheddar', 'tuna'}",N,NA,NA,NA,"{'mushroom', 'kale', 'cheese', 'egg', 'vinegar', 'pepper', 'flour', 'cucumber', 'olive', 'tuna'}",NA
2260c5454b78bb6f8001bedec6ad.jpeg,"Potato, mashed, from fresh, NFS, Squash, winter type, baked, no fat or sugar added in cooking, Butter, stick, salted, Lettuce, raw, Mixed salad greens, raw, Spinach, raw, Chickpeas, dry, cooked, NS as to fat added in cooking, Cucumber, raw, Tomatoes, raw, Mushrooms, cooked, from fresh, fat not added in cooking, Eggplant, cooked, fat not added in cooking, Peppers, red, cooked, fat not added in cooking, Onions, cooked, from fresh, fat not added in cooking, Beans, string, green, cooked, from fresh, fat not added in cooking","{'salad', 'mushroom', 'butter', 'bean', 'pepper', 'green', 'tomato', 'cucumber', 'onion', 'eggplant', 'lettuce', 'chickpea', 'sugar', 'squash', 'stick', 'potato', 'spinach'}",N,NA,NA,NA,"{'mushroom', 'butter', 'bean', 'pepper', 'tomato', 'cucumber', 'onion', 'eggplant', 'lettuce', 'chickpea', 'squash', 'potato', 'spinach'}",NA
14404d6d4ea396d5da7f3b4aa7d0.jpeg,"Tortilla chips, plain, corn, sweet, white, raw, oil, olive, salad or cooking, lime juice, raw, spices, cumin seed, spices, chili powder, salt, table","{'salad', 'lime', 'cumin', 'chip', 'chili', 'salt', 'seed', 'olive', 'oil', 'spice', 'tortilla', 'juice', 'corn'}",N,NA,NA,NA,"{'lime', 'cumin', 'chili', 'salt', 'oil', 'flour', 'water', 'corn'}",NA
