filename,Food_Description,top1,food_count,Occ_Name,clean_description,clean_im2r,F1_score
16cfbf9644189a0446bc8c014976.jpeg,"Cake or cupcake, NS as to type, Gelatin dessert with fruit","Turkey or chicken sausage, Maple syrup, French toast",2,Snack,"{'cupcake', 'gelatin', 'cake'}","{'chicken', 'sausage', 'syrup', 'turkey'}",0.0
2cd723a64281a31b1151d4e126e2.jpeg,"Pizza, cheese, with vegetables, from frozen, thin crust, Spaghetti sauce",Pizza with pepperoni,2,Lunch,"{'pizza', 'vegetable', 'cheese', 'spaghetti'}","{'pizza', 'pepperoni'}",0.3333333333333333
e7f4e4e74530b2cca7a9292148d6.jpeg,"Multigrain chips (Sun Chips), water, bottled, generic, butter, without salt, wheat flours, bread, unenriched, wheat flour, white, all-purpose, unenriched, cereals, oats, regular and quick, unenriched, cooked with water (includes boiling and microwaving), without salt, sugars, brown, salt, table, leavening agents, yeast, baker's, active dry","Muffin, Honey, Peanut butter",1,Snack,"{'wheat', 'agent', 'baker', 'cereal', 'salt', 'flour', 'butter', 'sugar', 'oat', 'chip', 'yeast', 'bread'}","{'honey', 'peanut', 'butter', 'muffin'}",0.125
810631d04212820531b16639e31c.jpeg,"Pasta, cooked, Butter, stick, salted, Creamy dressing",Pasta with cream sauce,3,Snack,"{'pasta', 'stick', 'butter'}","{'cream', 'pasta'}",0.4
f5f56ab14c20a9f5ecf09b420de8.jpeg,"Ground beef patty, cooked, Roll, white, hamburger bun, Onions, mature, raw, Cheese, Blue or Roquefort","Salad dressing, Bread stuffing, Olive oil, Alfalfa sprouts, Egg, Romaine lettuce, Mixed salad greens, Mayonnaise",4,Dinner,"{'bun', 'roll', 'roquefort', 'onion', 'beef', 'cheese', 'hamburger'}","{'olive', 'lettuce', 'romaine', 'mayonnaise', 'stuffing', 'alfalfa', 'oil', 'sprout', 'egg', 'salad', 'bread', 'green'}",0.0
7472628b48429bc0bb93d72b5cb1.jpeg,"Romaine lettuce, raw, Cheese, Cheddar, Mushrooms, raw, Onions, mature, raw, Tomatoes, raw, Creamy dressing","Cucumber, Croutons, Tomatoes, Mixed salad greens, Chicken, Italian dressing, Romaine lettuce",6,Dinner,"{'lettuce', 'romaine', 'onion', 'cheese', 'tomato', 'cheddar', 'mushroom'}","{'lettuce', 'cucumber', 'romaine', 'chicken', 'tomato', 'crouton', 'salad', 'green'}",0.39999999999999997
f98472d24135845905502e199e5c.jpeg,"Coffee, brewed, Coffee creamer, liquid, flavored","Cranberry juice drink, Carbonated water",2,Breakfast,{'coffee'},"{'juice', 'cranberry'}",0.0
81c2e0eb46aea3afcc9a825e4ce0.jpeg,"Egg, whole, boiled or poached, Teriyaki sauce, Tomato chili sauce, Soup, mostly noodles","Chicken or turkey broth, Spinach, Cabbage, Soybean curd, Pasta",4,Breakfast,"{'soup', 'teriyaki', 'egg', 'tomato', 'chili', 'noodle'}","{'pasta', 'spinach', 'soybean', 'chicken', 'cabbage', 'broth', 'turkey'}",0.0
1970c9d14e57b45dd81436545330.jpeg,"Pizza with meat and fruit, medium crust, Vegetable chips",Pizza with pepperoni,2,Lunch,"{'meat', 'pizza', 'chip', 'vegetable'}","{'pizza', 'pepperoni'}",0.3333333333333333
4ede33824ad4b73bbd9f61d7eca7.jpeg,"Hot chocolate / Cocoa, made with dry mix and water","Chocolate syrup, Ice cream",1,Drink,"{'chocolate', 'cocoa'}","{'ice', 'cream', 'chocolate', 'syrup'}",0.3333333333333333
25b12508448dba9e0f5cc3f0826c.jpeg,"Bread, dough, fried, Tuna salad, made with mayonnaise, Vinegar, Soy sauce, Teriyaki sauce, Vegetables, NS as to type, cooked, fat added in cooking, NS as to type of fat, Soy sauce","Pasta with tomato-based sauce, Alfredo sauce, Spaghetti sauce, Chicken breast",7,Dinner,"{'soy', 'tuna', 'mayonnaise', 'vegetable', 'teriyaki', 'dough', 'vinegar', 'salad', 'bread'}","{'pasta', 'tomato', 'chicken', 'spaghetti'}",0.0
8d9d828141fcacfb3ec8d6401ecc.jpeg,"Beef, NS as to cut, cooked, NS as to fat eaten, Rice, white, with cheese and/or cream based sauce, fat added in cooking, Bread, pita","Ground beef patty, Rice with Spanish sausage, Turnover or dumpling, Cheese, Chives, Roll, Soybean curd, Potato, Mayonnaise, Wonton",3,Lunch,"{'cream', 'beef', 'cheese', 'pita', 'rice', 'bread'}","{'wonton', 'roll', 'mayonnaise', 'beef', 'cheese', 'soybean', 'turnover', 'rice', 'chive', 'sausage', 'potato'}",0.3529411764705882
ca4104ed4069bf99e52953b4987a.jpeg,"Lettuce, raw, Scallops, baked or broiled, fat added in cooking, Pork bacon, NS as to fresh, smoked or cured, cooked, Egg omelet or scrambled egg, made with animal fat or meat drippings, Rice, white, cooked, fat not added in cooking","Bacon bits, Brussels sprouts",5,Dinner,"{'bacon', 'lettuce', 'pork', 'meat', 'dripping', 'egg', 'scallop', 'rice', 'omelet'}","{'bacon', 'sprout', 'bit'}",0.16666666666666666
ffff194042009d63e602c2721171.jpeg,"Pasta with cream sauce, meat, and added vegetables, restaurant",Lamb chop,1,Lunch,"{'cream', 'pasta', 'vegetable', 'meat'}",{'lamb'},0.0
feebda0b4fbc82bebb87871a8253.jpeg,"Romaine lettuce, raw, Chicken, NS as to part and cooking method, skin not eaten, Almonds, NFS, Mixed seeds, Sunflower seeds, plain, unsalted","Caesar dressing, Lettuce, Croutons, Cheese, Romaine lettuce",5,Dinner,"{'lettuce', 'romaine', 'seed', 'chicken', 'almond'}","{'crouton', 'lettuce', 'romaine', 'cheese'}",0.4444444444444445
46d8f2af41368030e4dcb62efccf.jpeg,"Noodles, chow mein, Creamy dressing, Chicken or turkey and noodles, no sauce","Water, Rice noodles, Lettuce, Cabbage, Mushrooms, Soybean curd, Chicken leg",3,Dinner,"{'chicken', 'turkey', 'noodle'}","{'lettuce', 'soybean', 'chicken', 'cabbage', 'rice', 'mushroom', 'noodle'}",0.4
6a92326a40f58dc27eb0ef0ea973.jpeg,"Oatmeal, regular or quick, made with water, fat not added in cooking, Date, Almonds, unroasted, Milk, whole","Maple syrup, Oatmeal",4,Breakfast,"{'oatmeal', 'milk', 'almond', 'date'}","{'oatmeal', 'syrup'}",0.3333333333333333
b29243194b7ab485ba8b9f439676.jpeg,"Tea, hot, leaf, black","Cranberry juice drink, Carbonated water",1,Breakfast,{'tea'},"{'juice', 'cranberry'}",0.0
497f5033465cb720549468b8afb1.jpeg,"Plum, raw, Bread, cinnamon, toasted","Ham, Croissant",2,Snack,"{'cinnamon', 'plum', 'bread'}","{'ham', 'croissant'}",0.0
128f8d534590a7e9d7ddeec5a0e6.jpeg,"Pinto, calico, or red Mexican beans, dry, cooked, made with oil, Onions, cooked, from fresh, made with oil, Garlic, cooked, Cilantro, raw, Naan, Indian flatbread, Carrots, cooked, from fresh, made with oil",Lentil soup,6,Lunch,"{'bean', 'pinto', 'flatbread', 'onion', 'cilantro', 'naan', 'oil', 'carrot', 'garlic'}","{'lentil', 'soup'}",0.0
5660cfc1423788ef3621c36b2a89.jpeg,"Apple, raw","Carbonated water, Cranberry juice",1,Snack,{'apple'},"{'juice', 'cranberry'}",0.0
8138c0c941a696ea4f15e766c72f.jpeg,"Ground beef patty, cooked, Roll, white, hamburger bun, Cheese, Monterey, Lettuce, raw","Salad dressing, Bread stuffing, Olive oil, Alfalfa sprouts, Egg, Romaine lettuce, Mixed salad greens, Mayonnaise",4,Dinner,"{'bun', 'roll', 'lettuce', 'beef', 'cheese', 'hamburger'}","{'olive', 'lettuce', 'romaine', 'mayonnaise', 'stuffing', 'alfalfa', 'oil', 'sprout', 'egg', 'salad', 'bread', 'green'}",0.1111111111111111
1eef81154c42a603dd8d9936f86c.jpeg,"Yogurt, Greek, whole milk, plain, Cereal, granola",Trail mix with chocolate,2,Breakfast,"{'yogurt', 'cereal', 'milk', 'granola'}",{'chocolate'},0.0
92143e0146cdb610c2869d5a17d6.jpeg,"Coffee, instant, reconstituted, Milk, whole, Sugar, white, granulated or lump","Cereal, Almond milk",3,Breakfast,"{'coffee', 'milk', 'sugar'}","{'milk', 'cereal', 'almond'}",0.3333333333333333
7b8e605f419b8236d13a8040b2d9.jpeg,"Bread, sour dough, Butter, stick, salted","Ham, Croissant",2,Lunch,"{'dough', 'stick', 'bread', 'butter'}","{'ham', 'croissant'}",0.0
02c2e79b4a898e66efa24cb64202.jpeg,"Minestrone soup, canned, prepared with water, or ready-to-serve","Chicken breast, Corn, White beans, Red kidney beans, Peppers, Onions, Chicken or turkey broth, Garlic",1,Lunch,"{'soup', 'minestrone'}","{'bean', 'onion', 'chicken', 'broth', 'pepper', 'corn', 'garlic', 'turkey'}",0.0
d114963a44b1907761fb16b16a62.jpeg,"Egg, whole, boiled or poached","Gelatin dessert with fruit, Cake or cupcake",1,Snack,{'egg'},"{'gelatin', 'cupcake', 'cake'}",0.0
9a8f20764ec68dd018cd37f7ecc1.jpeg,"Potato, boiled, from fresh, peel eaten, made with oil","Taquito or flauta with chicken, Avocado",1,Dinner,"{'potato', 'oil'}","{'chicken', 'taquito', 'avocado', 'flauta'}",0.0
0e92a0104433883e6f9ba136b444.jpeg,"Apple, raw","Bread, Tangerine, Cheese",1,Dinner,{'apple'},"{'cheese', 'tangerine', 'bread'}",0.0
3db00c144f1eb2bab9f32ea4889e.jpeg,"Egg, whole, fried with butter, Bread, whole wheat, toasted, Butter, stick, salted","Ham, Croissant",3,Breakfast,"{'wheat', 'stick', 'butter', 'egg', 'bread'}","{'ham', 'croissant'}",0.0
d70447284848b00f159671b8b4bd.jpeg,"Rice, brown, cooked, fat not added in cooking, Potato, boiled, from fresh, peel eaten, fat added in cooking, NS as to type of fat, Chicken curry","Burrito with beans and rice, Sour cream, Salsa",3,Lunch,"{'potato', 'chicken', 'curry', 'rice'}","{'cream', 'bean', 'burrito', 'rice', 'salsa'}",0.22222222222222224
10f2d46f439daab1a8adad89b74f.jpeg,Date,"Oatmeal, Honey",1,Snack,{'date'},"{'oatmeal', 'honey'}",0.0
8cb44e944b85bc2d6af3218bf7bc.jpeg,"Carrots, cooked, from fresh, fat not added in cooking, Onions, cooked, from fresh, fat not added in cooking, Garlic, cooked, Chicken or turkey broth, bouillon, or consomme, Coriander seed, Cumin seed, Butter, stick, salted, Olive oil","White beans, Cheese, Onions, Chicken or turkey broth, Garlic",8,Dinner,"{'olive', 'coriander', 'onion', 'consomme', 'stick', 'seed', 'butter', 'chicken', 'carrot', 'cumin', 'broth', 'oil', 'garlic', 'turkey'}","{'bean', 'onion', 'cheese', 'chicken', 'broth', 'garlic', 'turkey'}",0.4761904761904762
f756bd1d463782ab9994ada47a7d.jpeg,"Biscuit, baking powder or buttermilk type, made from home recipe","Bread, Ham, Mayonnaise, Cheese",1,Dinner,"{'buttermilk', 'biscuit'}","{'mayonnaise', 'cheese', 'ham', 'bread'}",0.0
77dc57664949afdb06829aab4fde.jpeg,"Coffee, brewed, Coffee creamer, liquid, flavored","Cereal, Almond milk",2,Drink,{'coffee'},"{'milk', 'cereal', 'almond'}",0.0
c97e5a86430da70b16fe5c07095b.jpeg,"Egg omelet or scrambled egg, with cheese, made with butter, Bread, whole wheat, toasted, Butter, stick, salted, Jam, preserve, all flavors, Tomato catsup","Banana, Yogurt, Raspberries, Honey",5,Breakfast,"{'wheat', 'flavor', 'stick', 'cheese', 'butter', 'egg', 'tomato', 'catsup', 'omelet', 'bread'}","{'banana', 'yogurt', 'raspberry', 'honey'}",0.0
8a60cc61425288db86d30496829d.jpeg,"Coffee, brewed, Coffee creamer, liquid, flavored","Cranberry juice drink, Carbonated water",2,Breakfast,{'coffee'},"{'juice', 'cranberry'}",0.0
e3fc50ae46cb883024b584742b75.jpeg,"Chili con carne with chicken or turkey and beans, Cheese, Cheddar","Ground beef patty, Rice with Spanish sausage, Turnover or dumpling, Cheese, Chives, Roll, Soybean curd, Potato, Mayonnaise, Wonton",2,Lunch,"{'bean', 'cheese', 'chicken', 'cheddar', 'chili', 'turkey'}","{'wonton', 'roll', 'mayonnaise', 'beef', 'cheese', 'soybean', 'turnover', 'rice', 'chive', 'sausage', 'potato'}",0.11764705882352942
231e6a264352885ae64b4769fd06.jpeg,"Grapes, raw, NS as to type","Water, Tangerine",1,Lunch,{'grape'},{'tangerine'},0.0
80c2f45c4d85aaa2af52d8b662b6.jpeg,"Iced Coffee, brewed, Coffee creamer, liquid, flavored","Cereal, Almond milk",2,Drink,{'coffee'},"{'milk', 'cereal', 'almond'}",0.0
a168b715471bba590f09cc9227c2.jpeg,"Potato, french fries, restaurant, Blue or roquefort cheese dressing, Vegetable oil, NFS","Sweet potato, Egg omelet or scrambled egg, Kale",3,Dinner,"{'roquefort', 'fry', 'cheese', 'oil', 'potato', 'vegetable'}","{'potato', 'kale', 'omelet', 'egg'}",0.2
4103b41d495daf6fbfa6cc4b0939.jpeg,"Wine, table, white","Carbonated water, Cranberry juice",1,Dinner,{'wine'},"{'juice', 'cranberry'}",0.0
0e84e08c4b92b8dc60d6aee07b82.jpeg,"Spinach, raw, Cheese, Feta, Steak, NS as to type of meat, cooked, lean only eaten, Tomatoes, raw, Chickpeas, dry, cooked, NS as to fat added in cooking, Red kidney beans, dry, cooked, fat not added in cooking, Onions, mature, raw, Beets, pickled, Creamy dressing, Quinoa, fat not added in cooking","Cucumber, Croutons, Tomatoes, Mixed salad greens, Chicken, Italian dressing, Romaine lettuce",10,Dinner,"{'bean', 'onion', 'spinach', 'cheese', 'beet', 'meat', 'chickpea', 'tomato', 'quinoa', 'steak'}","{'lettuce', 'cucumber', 'romaine', 'chicken', 'tomato', 'crouton', 'salad', 'green'}",0.11111111111111112
cc2f8fc0400881d43cc9866b0e0a.jpeg,"Cereal, ready-to-eat, NFS, Banana, raw, Milk, reduced fat (2%)","Ice cream, Topping",3,Breakfast,"{'banana', 'milk', 'cereal'}","{'ice', 'cream'}",0.0
930c67dc4cf39b70d47d4cbdce3e.jpeg,"Coffee, brewed, Coffee creamer, liquid, flavored","Cereal, Almond milk",2,Breakfast,{'coffee'},"{'milk', 'cereal', 'almond'}",0.0
6874d2b44833a9413dbe9e880e22.jpeg,"Coffee, brewed, Coffee creamer, liquid, flavored","Cranberry juice drink, Carbonated water",2,Drink,{'coffee'},"{'juice', 'cranberry'}",0.0
56d5044a430aabd3cc0d1c6550e5.jpeg,"Chicken breast, baked, broiled, or roasted, skin not eaten, from raw, Olive oil, Squash, winter type, mashed, fat added in cooking, no sugar added in cooking, Lentils, dry, cooked, fat not added in cooking, Rice, brown, cooked, fat not added in cooking, Onions, cooked, from fresh, fat not added in cooking, Garlic, cooked","Sweet potato, Peas, Squash, Beef stew with potatoes and vegetables including carrots",7,Lunch,"{'olive', 'squash', 'onion', 'sugar', 'lentil', 'chicken', 'oil', 'rice', 'garlic'}","{'squash', 'beef', 'carrot', 'potato', 'stew', 'pea', 'vegetable'}",0.125
2992d9df4205a46b6238dc7b2bc6.jpeg,"Peach, raw","Carbonated water, Cranberry juice",1,Lunch,{'peach'},"{'juice', 'cranberry'}",0.0
2b1ca2e74a528c3ea513fa22f43d.jpeg,"Cheese, Mozzarella, part skim","Carbonated water, Cranberry juice",1,Lunch,"{'mozzarella', 'cheese'}","{'juice', 'cranberry'}",0.0
e65c6a4246508d7e7c991a9d453b.jpeg,"Beef steak, broiled or baked, lean only eaten, Potato, mashed, from fresh, made with milk, Butter, stick, salted, Lettuce, Boston, raw, Kale, raw, Cheese, Feta, Carrots, raw, Tomatoes, raw, Cucumber, raw, Italian dressing, made with vinegar and oil",Lamb chop,10,Dinner,"{'kale', 'lettuce', 'cucumber', 'milk', 'beef', 'stick', 'butter', 'cheese', 'carrot', 'vinegar', 'tomato', 'oil', 'potato', 'steak'}",{'lamb'},0.0
a7d6999a43d1a2f711bb914007cd.jpeg,"Wine, table, red","Carbonated water, Cranberry juice",1,Drink,{'wine'},"{'juice', 'cranberry'}",0.0
9fb4963b4770b4aed1cfa5d53b3e.jpeg,"Bread, whole wheat, toasted, Butter, stick, salted, Jam, preserve, marmalade, sweetened with fruit juice concentrates, all flavors","Pasta with tomato-based sauce and meat, Cheese, Garlic bread",3,Snack,"{'juice', 'wheat', 'flavor', 'marmalade', 'stick', 'butter', 'concentrate', 'bread'}","{'pasta', 'cheese', 'meat', 'tomato', 'garlic', 'bread'}",0.14285714285714288
aca7da3c471a808eee2d48941668.jpeg,"Coffee, brewed, Coffee creamer, liquid, flavored","Cereal, Almond milk",2,Snack,{'coffee'},"{'milk', 'cereal', 'almond'}",0.0
ce55d85841c2b24141947275758d.jpeg,"Oatmeal, regular or quick, made with milk, fat not added in cooking, Pumpkin seeds, salted, Pear, raw","Tuna salad, Lettuce, Cheese, Bread, Onions, Pepper, Cucumber pickles",3,Breakfast,"{'oatmeal', 'milk', 'pear', 'seed', 'pumpkin'}","{'lettuce', 'cucumber', 'tuna', 'onion', 'cheese', 'pepper', 'salad', 'bread', 'pickle'}",0.0
676903fc46e49904382619a28813.jpeg,"Coffee, brewed, Coffee creamer, liquid, flavored","Cranberry juice drink, Carbonated water",2,Breakfast,{'coffee'},"{'juice', 'cranberry'}",0.0
b2f980924e9a819f0c99c0db0275.jpeg,"Pasta, whole grain, with tomato-based sauce and poultry, home recipe, Cheese, Parmesan, hard","Onions, Mushrooms, Chicken breast, Pasta with cream sauce",2,Lunch,"{'pasta', 'tomato', 'cheese', 'parmesan'}","{'cream', 'pasta', 'onion', 'chicken', 'mushroom'}",0.22222222222222224
5fec6a104366af2eb2047dcd84be.jpeg,"Roll, sweet, cinnamon bun, frosted","Ice cream, Topping",1,Snack,"{'roll', 'cinnamon', 'bun'}","{'ice', 'cream'}",0.0
3c9f38014592b91f1af4caffcded.jpeg,"Egg, whole, boiled or poached, Potato, roasted, from fresh, peel not eaten, fat not added in cooking, Sweet potato, baked, peel not eaten, fat not added in cooking, Spinach, cooked, from fresh, fat not added in cooking, Turkey or chicken sausage, Cheese, Provolone, Tomato catsup, Muffin, English, multigrain, Jam, preserve, marmalade, sweetened with fruit juice concentrates, all flavors, Butter, stick, salted","Chicken or turkey noodle soup, Onions, Tomatoes, Carrots",10,Dinner,"{'juice', 'provolone', 'catsup', 'muffin', 'flavor', 'marmalade', 'spinach', 'cheese', 'butter', 'stick', 'chicken', 'egg', 'tomato', 'potato', 'concentrate', 'sausage', 'turkey'}","{'onion', 'soup', 'chicken', 'carrot', 'tomato', 'turkey', 'noodle'}",0.25
81702d0848b8bd007920c438d845.jpeg,"Yogurt, Greek, low fat milk, plain, Blueberries, frozen, unsweetened, Cereal (Nature's Path Organic Flax Plus)",Trail mix with chocolate,3,Breakfast,"{'yogurt', 'nature', 'milk', 'cereal', 'blueberry', 'flax'}",{'chocolate'},0.0
04a7925e4b6bbbf5864ec679dc42.jpeg,"Hummus, plain, Pretzels, hard, plain, lightly salted, Pepper, sweet, green, raw, Salami, NFS, Cheese, Cheddar","Tuna salad, Teriyaki sauce, Vegetables, Vinegar, Bread, Soy sauce",5,Lunch,"{'pretzel', 'hummus', 'salami', 'cheese', 'pepper', 'cheddar', 'green'}","{'soy', 'tuna', 'teriyaki', 'vinegar', 'bread', 'salad', 'vegetable'}",0.0
1a0bbce04af89f719866dd9a15aa.jpeg,"Ground beef, cooked, Soy sauce, reduced sodium, Sugar, white, granulated or lump, Rice, white, cooked, fat added in cooking, made with butter, Broccoli, cooked, from fresh, made with oil","Teriyaki sauce, Corn, Squash, Rice, Soy sauce, Ground beef",5,Dinner,"{'soy', 'beef', 'broccoli', 'butter', 'sugar', 'oil', 'rice'}","{'squash', 'soy', 'beef', 'teriyaki', 'corn', 'rice'}",0.4615384615384615
0a20393f418bb9900e04a1b9f6e9.jpeg,"Oatmeal, regular or quick, made with water, fat not added in cooking","Banana, Cereal (Post Honey Bunches of Oats Honey Roasted), Milk",1,Breakfast,{'oatmeal'},"{'milk', 'cereal', 'bunch', 'banana', 'oat', 'honey'}",0.0
c29aae8f4a569176be7ac1e9b427.jpeg,"Spanish rice, fat added in cooking, Black, brown, or Bayo beans, dry, cooked, fat not added in cooking, Pork roast, loin, cooked, lean only eaten","Beef sloppy joe, Baked beans, Egg, Roll, Potato chips",3,Dinner,"{'roast', 'pork', 'bean', 'rice'}","{'roll', 'bean', 'beef', 'egg', 'potato', 'chip'}",0.2
9f271f9b46a0ad9c7fca839688d9.jpeg,"Vegetable oil, NFS, Enchilada sauce, red","Lettuce, Tomatoes, Cheese, Mixed salad greens, Chicken, Italian dressing",2,Dinner,"{'oil', 'enchilada', 'vegetable'}","{'lettuce', 'cheese', 'chicken', 'tomato', 'salad', 'green'}",0.0
8a234e284262a4c70d5a0c37c3ec.jpeg,"Egg omelet or scrambled egg, with cheese, made with cooking spray, Bagel, Cheese, cream","Turkey or chicken sausage, Maple syrup, French toast",3,Breakfast,"{'cream', 'cheese', 'egg', 'bagel', 'omelet'}","{'chicken', 'sausage', 'syrup', 'turkey'}",0.0
e5edf5ff4eb78d1b3337171d8045.jpeg,"Tortilla, flour, Pork, NS as to cut, cooked, NS as to fat eaten, Refried beans, fat added in cooking, NS as to type of fat, Cheese, Monterey, Rice, cooked, NFS","Turkey or chicken sausage, Maple syrup, French toast",5,Lunch,"{'pork', 'bean', 'tortilla', 'flour', 'cheese', 'rice'}","{'chicken', 'sausage', 'syrup', 'turkey'}",0.0
c90aafbd4554a907e9b9e2f76a32.jpeg,"Beef stew with potatoes and vegetables including carrots, broccoli, and/or dark-green leafy; gravy, Peas, green, cooked, from frozen, fat not added in cooking, Sweet potato, baked, peel not eaten, made with oil, Squash, summer, yellow or green, cooked, from fresh, made with oil","Bread, Beef stew with potatoes and vegetables including carrots",4,Dinner,"{'squash', 'gravy', 'beef', 'carrot', 'oil', 'broccoli', 'potato', 'stew', 'pea', 'vegetable', 'green'}","{'beef', 'bread', 'carrot', 'potato', 'stew', 'vegetable'}",0.5882352941176471
19f690df44ad955b75fbba886353.jpeg,"Cereal (Post Honey Bunches of Oats Honey Roasted), Milk, reduced fat (2%), Banana, raw","Ice cream, Topping",3,Breakfast,"{'milk', 'cereal', 'bunch', 'banana', 'oat', 'honey'}","{'ice', 'cream'}",0.0
75abbb7545f985a78b02946bee78.jpeg,"Lettuce, raw, Chicken or turkey broth, bouillon, or consomme, Mushrooms, cooked, from fresh, fat not added in cooking, Lettuce, raw, Radish, daikon, cooked, fat not added in cooking, Pork roast, shoulder, cooked, lean only eaten, Vegetarian burger or patty, meatless, no bun","Chicken breast, Corn, White beans, Red kidney beans, Peppers, Onions, Chicken or turkey broth, Garlic",7,Lunch,"{'bun', 'lettuce', 'pork', 'burger', 'consomme', 'roast', 'daikon', 'chicken', 'radish', 'broth', 'mushroom', 'turkey'}","{'bean', 'onion', 'chicken', 'broth', 'pepper', 'corn', 'garlic', 'turkey'}",0.3
9fe888724181a43e8e46aa7981b8.jpeg,"Roll, white, hamburger bun, Cheese, Cheddar, Tomatoes, raw, Romaine lettuce, raw, Tomato catsup","Water, Croissant",5,Lunch,"{'bun', 'roll', 'lettuce', 'romaine', 'catsup', 'cheese', 'tomato', 'cheddar', 'hamburger'}",{'croissant'},0.0
568b45bb4e7b8df57ea801561bf7.jpeg,Tiramisu,"Oatmeal, Pear, Pumpkin seeds",1,Lunch,{'tiramisu'},"{'oatmeal', 'pumpkin', 'pear', 'seed'}",0.0
6ba25b5f4dbbbb23c25fae316973.jpeg,"Crackers, cheese, wheat flour, white, all-purpose, unenriched, salt, table, spices, pepper, red or cayenne, cheese, cheddar, butter, without salt, cereals, oats, regular and quick, unenriched, cooked with water (includes boiling and microwaving), without salt",Macadamia nuts,1,Lunch,"{'wheat', 'cracker', 'cereal', 'flour', 'salt', 'cheese', 'butter', 'cayenne', 'oat', 'pepper', 'cheddar', 'spice'}","{'macadamia', 'nut'}",0.0
71986bcd44b4b0da28cd7aeaec03.jpeg,"Pizza with meat and vegetables, from restaurant or fast food, medium crust, water, bottled, generic, wheat flours, bread, unenriched, sugars, granulated, wheat flours, bread, unenriched, salt, table, oil, olive, salad or cooking",Pizza with pepperoni,1,Dinner,"{'olive', 'pizza', 'wheat', 'flour', 'salt', 'sugar', 'meat', 'oil', 'bread', 'salad', 'vegetable'}","{'pizza', 'pepperoni'}",0.15384615384615385
0dbb90ad48ca921a92d14b59119a.jpeg,"Pistachio nuts, lightly salted","Banana, Yogurt, Pear, Grapes",1,Breakfast,"{'nut', 'pistachio'}","{'banana', 'yogurt', 'grape', 'pear'}",0.0
903a627f4d129355811d891cc404.jpeg,"Oatmeal, regular or quick, made with milk, fat not added in cooking, Almonds, unsalted, Blueberries, raw, Blackberries, raw, Chia seeds, Coconut, packaged, Chocolate, sweet or dark, Raisins",Trail mix with chocolate,8,Breakfast,"{'oatmeal', 'milk', 'coconut', 'seed', 'raisin', 'blackberry', 'blueberry', 'almond', 'chocolate', 'chia'}",{'chocolate'},0.18181818181818182
d486294340c39a9d5a3432e1c14a.jpeg,"Noodles, cooked, Beef steak, NS as to cooking method, lean only eaten, Carrots, cooked, from fresh, fat not added in cooking, Peppers, red, cooked, fat not added in cooking, Onions, cooked, from fresh, fat not added in cooking, Egg, whole, fried without fat, Spinach, cooked, from fresh, fat not added in cooking, Mushrooms, cooked, from fresh, fat not added in cooking, Sesame oil, Oyster-flavored sauce","Noodles, Chicken or turkey and noodles, Creamy dressing",10,Lunch,"{'onion', 'sesame', 'beef', 'spinach', 'carrot', 'egg', 'oil', 'pepper', 'steak', 'oyster', 'mushroom', 'noodle'}","{'chicken', 'turkey', 'noodle'}",0.13333333333333333
29276b174c93835c9bd82a362ad5.jpeg,"Tangerine, raw","Blueberries, Yogurt, Cereal (Nature's Path Organic Flax Plus)",1,Lunch,{'tangerine'},"{'yogurt', 'nature', 'cereal', 'blueberry', 'flax'}",0.0
01108f3a4b0b9e000aca4a307371.jpeg,"Cheese, Mozzarella, part skim",Breakfast tart,1,Lunch,"{'mozzarella', 'cheese'}",set(),0.0
83cd657b4db2b5f42823f723d585.jpeg,"Noodles, cooked, Pork roast, shoulder, cooked, lean and fat eaten, Bean sprouts, cooked, from fresh, fat not added in cooking, Onions, cooked, from fresh, fat not added in cooking, Mushrooms, cooked, from fresh, fat not added in cooking, Oyster-flavored sauce","Onions, Mushrooms, Chicken breast, Pasta with cream sauce",6,Dinner,"{'pork', 'bean', 'onion', 'roast', 'sprout', 'oyster', 'mushroom', 'noodle'}","{'cream', 'pasta', 'onion', 'chicken', 'mushroom'}",0.3076923076923077
54938d2e46baba80478e1f1c68d2.jpeg,"Egg, whole, fried with oil, Potato, hash brown, from dry mix, Tomato catsup","Tuna salad, Teriyaki sauce, Vegetables, Vinegar, Bread, Soy sauce",3,Breakfast,"{'catsup', 'oil', 'egg', 'tomato', 'potato'}","{'soy', 'tuna', 'teriyaki', 'vinegar', 'bread', 'salad', 'vegetable'}",0.0
d725937e4928bd363633bb6f547e.jpeg,"Strawberries, raw",Cranberry juice,1,Breakfast,{'strawberry'},"{'juice', 'cranberry'}",0.0
b4c17c344d97896cb57d399ac7f6.jpeg,"Pasta, whole grain, cooked, Pickles, NS as to vegetable, Edamame, cooked, Garlic, cooked, Pork, ground or patty, cooked, Chicken or turkey broth, less or reduced sodium, canned or ready-to-serve, Lettuce, raw","Noodles, Chicken or turkey and noodles, Creamy dressing",7,Lunch,"{'pasta', 'le', 'pork', 'lettuce', 'chicken', 'broth', 'turkey', 'garlic', 'vegetable', 'pickle'}","{'chicken', 'turkey', 'noodle'}",0.30769230769230765
a69da26347fd97e27f253fe19041.jpeg,"Corn dog, frankfurter or hot dog with cornbread coating, Tomato catsup",Croissant,2,Dinner,"{'frankfurter', 'cornbread', 'tomato', 'corn', 'catsup'}",{'croissant'},0.0
